user_name,follower_num,last_update,agree_num,thanks_num,collect_num,public_edit_num,following_num,url
NouKan,2,在 Σ(っ °Д °;)っ 中收藏了回答3 天前,0,0,0,2,1,https://www.zhihu.com/people/ningkai/activities
