user_name,follower_num,last_update,agree_num,thanks_num,collect_num,public_edit_num,following_num,url
邱雷苹,25603,在 编剧 中收藏了文章6 天前,153196,21725,33773,17,521,https://www.zhihu.com/people/qiu-lei-ping/activities
