user_name,follower_num,last_update,agree_num,thanks_num,collect_num,public_edit_num,following_num,url
flvb,2618,发布了想法4 小时前,24337,2608,4699,22,511,https://www.zhihu.com/people/yang-wan-yi-15/activities
