user_name,follower_num,last_update,agree_num,thanks_num,collect_num,public_edit_num,following_num,url
梧桐,1438,赞同了回答3 天前,7652,1902,5367,0,1794,https://www.zhihu.com/people/wu-tong-26-87/activities
