user_name,follower_num,last_update,agree_num,thanks_num,collect_num,public_edit_num,following_num,url
十七婳,24,赞同了回答1 天前,10,5,4,5,139,https://www.zhihu.com/people/yang-guang-ming-mei-2-74/activities
